loan_status,loan_amnt,int_rate,installment,grade,annual_inc,dti
Fully Paid,20000.0,13.33,677.07,C,86788.0,16.31
Fully Paid,13000.0,11.14,426.47,B,46000.0,26.87
Fully Paid,18000.0,8.39,567.3,A,45000.0,12.81
Fully Paid,11200.0,12.29,250.79,C,81000.0,12.87
Fully Paid,9200.0,6.62,282.48,A,65000.0,10.81
Fully Paid,5000.0,15.61,174.83,D,75000.0,13.58
Fully Paid,20000.0,12.29,667.06,C,95000.0,11.82
Fully Paid,12725.0,14.99,441.06,C,43000.0,28.8
Charged Off,3250.0,16.78,115.52,C,22500.0,18.76
Fully Paid,8400.0,12.12,279.49,B,120000.0,29.56
Charged Off,12000.0,8.18,244.36,B,60000.0,20.34
Fully Paid,15000.0,18.55,385.41,E,50000.0,4.22
Fully Paid,6425.0,8.39,202.5,A,33000.0,9.43
Fully Paid,19000.0,6.68,583.89,A,80000.0,24.63
Fully Paid,6600.0,19.53,243.71,D,48000.0,34.3
Fully Paid,5000.0,10.16,161.72,B,54000.0,20.56
Fully Paid,26575.0,16.55,941.54,D,70000.0,9.32
Fully Paid,28000.0,17.86,708.89,D,120000.0,20.98
Charged Off,17625.0,18.49,641.53,D,85000.0,23.22
Fully Paid,11875.0,20.31,443.2,D,56000.0,5.42
Fully Paid,12000.0,6.49,367.74,A,55000.0,14.05
Fully Paid,10000.0,17.99,361.48,D,21000.0,2.16
Fully Paid,12000.0,6.03,365.23,A,98794.08,4.49
Fully Paid,2200.0,16.29,77.67,D,65500.0,10.49
Fully Paid,7000.0,6.24,213.72,A,96720.0,22.03
Charged Off,10800.0,17.57,388.13,D,45000.0,23.44
Fully Paid,20000.0,20.49,535.35,E,68000.0,23.72
Fully Paid,15500.0,10.15,501.24,B,107000.0,5.97
Fully Paid,30000.0,19.52,786.83,E,101000.0,19.88
Fully Paid,15000.0,20.31,559.83,D,100000.0,17.95
Fully Paid,6000.0,14.3,205.95,C,40000.0,1.56
Fully Paid,10000.0,7.89,312.86,A,145000.0,10.04
Fully Paid,23050.0,16.29,564.09,D,97000.0,7.36
Fully Paid,11000.0,11.44,362.43,B,87000.0,13.77
Fully Paid,18000.0,12.12,598.89,B,74000.0,22.28
