loan_status,loan_amnt,int_rate,installment,grade,annual_inc,dti
Charged Off,8400.0,13.35,284.45,C,35000.0,23.08
Fully Paid,20000.0,8.19,628.49,A,87000.0,15.32
Fully Paid,13200.0,18.75,482.2,D,71000.0,29.54
Fully Paid,11950.0,16.29,292.45,D,30000.0,13.73
Fully Paid,20000.0,13.67,680.36,B,64000.0,21.91
Fully Paid,12000.0,12.35,400.59,B,38000.0,10.67
Fully Paid,12000.0,14.99,285.42,C,128000.0,13.95
Charged Off,3350.0,15.61,117.14,D,52000.0,4.34
Fully Paid,17000.0,19.19,442.77,E,50000.0,16.72
Charged Off,10000.0,16.99,356.48,D,40000.0,14.34
Fully Paid,6500.0,7.9,203.39,A,43000.0,18.87
Fully Paid,13075.0,27.31,401.68,G,54777.0,22.0
Fully Paid,11350.0,16.55,402.13,D,56300.0,29.27
Fully Paid,13000.0,12.49,434.84,B,52000.0,15.44
Fully Paid,2800.0,10.16,90.56,B,29000.0,14.69
Fully Paid,35000.0,23.1,988.68,E,125388.0,25.77
Charged Off,16000.0,15.61,559.44,D,72000.0,11.38
Fully Paid,28625.0,11.99,950.63,B,60000.0,24.6
Fully Paid,18000.0,11.14,590.5,B,42000.0,11.95
Fully Paid,2000.0,14.98,69.32,C,50000.0,14.57
Fully Paid,8000.0,13.98,273.35,C,85000.0,17.61
Charged Off,15100.0,21.99,576.6,F,42000.0,20.26
Fully Paid,30000.0,12.12,998.15,B,95000.0,4.7
Charged Off,7800.0,11.55,257.4,B,40000.0,10.08
Fully Paid,8000.0,11.67,264.46,B,48000.0,27.73
Fully Paid,12000.0,13.11,404.97,B,142000.0,18.71
Fully Paid,20000.0,18.49,513.22,D,130000.0,7.94
Fully Paid,6000.0,17.57,215.63,D,80000.0,14.16
Charged Off,12000.0,13.99,279.16,C,36000.0,22.4
Fully Paid,4000.0,16.49,141.6,D,41000.0,5.3
Fully Paid,24000.0,13.98,558.19,C,85000.0,14.61
Fully Paid,20000.0,13.33,677.07,C,85000.0,11.2
Fully Paid,16000.0,15.96,562.2,C,73000.0,19.17
Fully Paid,7625.0,14.49,262.43,C,75000.0,11.95
Fully Paid,16475.0,19.99,436.4,E,55000.0,20.18
Fully Paid,3000.0,9.49,96.09,B,65839.0,8.55
Charged Off,10000.0,14.09,342.22,B,65000.0,26.44
Fully Paid,10000.0,10.65,325.74,B,49920.0,20.17
Fully Paid,2400.0,7.12,74.24,A,24000.0,26.1
Fully Paid,10000.0,13.99,232.64,C,65000.0,21.95
Fully Paid,9700.0,9.99,312.95,B,33384.0,20.56
Fully Paid,6000.0,7.89,187.72,A,62000.0,2.71
Fully Paid,18500.0,10.64,398.93,B,85000.0,8.64
Fully Paid,12000.0,14.49,413.0,C,43653.0,24.47
Fully Paid,27200.0,9.67,873.46,B,130000.0,19.4
Fully Paid,20000.0,8.19,628.49,A,75000.0,13.67
Fully Paid,9600.0,11.53,316.71,B,35000.0,33.73
Fully Paid,5000.0,15.88,175.49,C,42000.0,27.73
Fully Paid,25200.0,5.32,758.9,A,103500.0,7.3
Fully Paid,9000.0,6.03,273.92,A,44000.0,1.01
Fully Paid,18000.0,10.99,589.22,B,95000.0,9.71
Fully Paid,30000.0,10.16,970.28,B,85000.0,11.82
Fully Paid,16000.0,10.74,521.86,B,69000.0,19.18
Fully Paid,15000.0,20.49,401.51,E,70000.0,20.09
Charged Off,20000.0,12.29,667.06,C,70000.0,8.73
Fully Paid,5000.0,14.65,172.48,C,13000.0,15.43
Charged Off,8000.0,15.22,278.19,C,73672.0,17.77
Charged Off,5000.0,13.99,170.87,C,50000.0,35.18
Fully Paid,15600.0,7.39,484.47,A,67500.0,14.29
Fully Paid,15000.0,10.16,485.14,B,45000.0,14.69
Charged Off,28100.0,16.78,695.04,C,62500.0,18.28
Fully Paid,18000.0,25.57,534.36,F,56650.0,28.83
Fully Paid,12000.0,21.48,455.07,E,79000.0,9.72
Fully Paid,3000.0,14.98,103.97,C,56121.24,30.62
Fully Paid,20000.0,13.11,674.94,B,120000.0,9.28
Fully Paid,15000.0,11.55,495.0,B,94000.0,15.51
Fully Paid,30000.0,23.99,1176.83,E,110000.0,10.68
Fully Paid,32500.0,12.99,739.31,C,142000.0,11.64
Charged Off,24000.0,19.19,625.09,E,48000.0,12.13
Fully Paid,9000.0,15.31,313.36,C,40000.0,27.36
Fully Paid,19200.0,7.89,388.3,A,80000.0,25.98
Fully Paid,3000.0,24.24,118.08,F,54000.0,13.27
Fully Paid,24375.0,7.9,762.7,A,55000.0,7.66
Fully Paid,10875.0,8.9,345.32,A,49000.0,5.12
Fully Paid,10000.0,14.46,344.02,C,100000.0,8.16
Fully Paid,20950.0,10.64,682.32,B,48000.0,20.5
Fully Paid,24000.0,13.99,820.15,C,71959.0,0.43
Fully Paid,28775.0,23.43,818.31,F,80000.0,5.79
Charged Off,8000.0,12.29,266.83,C,75000.0,2.83
Charged Off,3800.0,13.11,128.24,B,17000.0,13.98
Charged Off,10000.0,18.25,255.3,E,65000.0,4.58
Fully Paid,28000.0,7.69,873.42,A,100000.0,13.08
Fully Paid,24000.0,9.25,765.99,A,177000.0,14.26
Fully Paid,4525.0,12.12,150.56,B,87000.0,10.48
Fully Paid,18000.0,14.16,420.33,C,85300.0,8.2
Fully Paid,2400.0,10.16,77.63,B,50000.0,18.12
Charged Off,25000.0,17.27,624.95,D,90000.0,24.41
Fully Paid,11500.0,12.12,382.63,B,33000.0,30.36
Fully Paid,12000.0,18.49,436.79,D,146000.0,12.76
Fully Paid,19125.0,10.99,626.04,B,43514.64,7.31
Fully Paid,13825.0,12.99,465.76,C,65000.0,16.73
Fully Paid,18000.0,13.11,607.45,B,134000.0,14.52
Fully Paid,18400.0,17.27,459.97,C,41141.0,26.46
Fully Paid,4950.0,18.85,181.08,D,17000.0,21.32
Fully Paid,21000.0,11.55,693.0,B,110000.0,21.95
Fully Paid,8500.0,7.9,265.97,A,38400.0,2.34
Fully Paid,21000.0,6.03,639.15,A,140000.0,17.42
Fully Paid,7200.0,6.49,220.65,A,28000.0,23.66
Charged Off,10500.0,15.59,253.06,D,145000.0,30.23
Fully Paid,4000.0,18.99,146.61,E,97365.0,25.54
Fully Paid,21350.0,19.19,556.07,E,66700.0,8.62
Fully Paid,35000.0,14.49,1204.57,C,96450.0,10.17
Charged Off,20000.0,6.03,608.72,A,100000.0,20.16
Charged Off,25000.0,9.17,521.03,B,170000.0,8.58
Fully Paid,15000.0,8.9,476.3,A,150000.0,17.18
Fully Paid,6000.0,15.61,209.79,D,105000.0,17.02
Fully Paid,9100.0,11.55,300.3,B,52000.0,19.45
Charged Off,2750.0,16.29,97.08,C,62000.0,17.52
Fully Paid,35000.0,14.98,1212.95,C,115000.0,12.46
Charged Off,10000.0,6.49,306.45,A,32500.0,23.94
Fully Paid,15000.0,7.89,469.29,A,118000.0,16.67
Fully Paid,27200.0,22.15,753.56,E,65000.0,14.64
Fully Paid,20175.0,14.49,694.35,C,44876.0,26.16
Fully Paid,12500.0,10.99,409.18,B,44784.0,19.61
Charged Off,5000.0,10.99,163.67,B,34000.0,18.31
Fully Paid,5600.0,8.9,177.82,A,65000.0,12.09
Fully Paid,27600.0,10.99,599.96,B,65000.0,37.32
Fully Paid,16000.0,6.62,491.26,A,86000.0,18.38
Charged Off,20000.0,19.99,529.77,E,51000.0,36.52
Charged Off,9000.0,18.99,329.86,E,25000.0,33.61
Fully Paid,7500.0,9.17,239.1,B,70000.0,4.99
Fully Paid,15000.0,15.81,525.95,C,46706.0,14.67
Fully Paid,5700.0,7.62,177.62,A,34673.0,21.98
Fully Paid,12000.0,10.99,392.81,B,55770.0,6.77
Fully Paid,2525.0,28.67,105.36,G,29000.0,37.38
