loan_status,loan_amnt,int_rate,installment,grade,annual_inc,dti
Fully Paid,35000.0,12.29,783.7,C,157000.0,29.39
Fully Paid,25975.0,6.62,797.53,A,65000.0,9.18
Fully Paid,12875.0,17.1,459.67,C,58000.0,16.88
Fully Paid,35000.0,14.16,1198.94,C,118497.84,10.37
Fully Paid,9900.0,9.67,317.92,B,40000.0,19.85
Fully Paid,33000.0,17.27,824.94,C,92000.0,28.7
Fully Paid,9000.0,15.61,314.69,D,80000.0,15.51
Fully Paid,30000.0,24.7,875.28,G,187321.0,21.03
Fully Paid,15000.0,6.62,460.56,A,83000.0,10.52
Fully Paid,5000.0,7.62,155.81,A,55000.0,1.96
Fully Paid,14000.0,9.75,450.1,B,47000.0,21.48
Fully Paid,33600.0,16.29,822.28,D,145000.0,11.24
Fully Paid,12525.0,24.99,497.93,F,70000.0,2.4
Fully Paid,15000.0,11.99,498.15,B,72000.0,32.85
Fully Paid,10000.0,17.57,359.38,D,80000.0,17.69
Fully Paid,35000.0,19.99,927.1,E,88500.0,19.88
Fully Paid,5000.0,9.17,159.4,B,85000.0,14.05
Fully Paid,5500.0,13.11,185.61,B,38000.0,6.76
Fully Paid,13225.0,12.35,441.48,B,65300.0,10.47
Fully Paid,25000.0,14.99,594.62,C,65187.37,8.21
Fully Paid,21000.0,14.65,724.38,C,60000.0,21.14
Fully Paid,9000.0,11.55,297.0,B,110000.0,13.32
Fully Paid,5600.0,17.56,201.22,D,103000.0,14.46
Fully Paid,16000.0,16.99,397.56,D,78200.0,16.48
Fully Paid,24000.0,14.65,827.87,C,100000.0,5.22
Fully Paid,5400.0,11.99,179.34,B,65000.0,17.67
Fully Paid,13600.0,12.99,458.18,C,64000.0,28.8
Fully Paid,10000.0,13.98,341.68,C,100000.0,19.5
Fully Paid,20000.0,11.99,664.2,B,98000.0,31.89
Fully Paid,20000.0,25.89,597.51,G,52000.0,23.68
Fully Paid,7475.0,16.29,263.88,D,100000.0,11.15
Fully Paid,12000.0,13.49,276.06,C,61000.0,27.46
Fully Paid,21000.0,6.03,639.15,A,495000.0,0.0
Fully Paid,15000.0,11.99,498.15,B,74600.0,16.36
Fully Paid,10000.0,5.32,301.15,A,65000.0,16.8
Fully Paid,35000.0,23.28,992.31,F,78000.0,20.62
Fully Paid,18000.0,12.69,603.81,C,51500.0,15.51
Fully Paid,10000.0,13.11,337.47,B,45000.0,17.31
Fully Paid,16000.0,12.99,539.03,C,65000.0,2.98
Fully Paid,13475.0,22.99,521.55,F,60000.0,29.3
Fully Paid,9550.0,13.65,324.78,C,45000.0,15.57
Fully Paid,7075.0,15.61,247.38,C,36000.0,26.43
Fully Paid,15000.0,12.99,505.34,B,78000.0,10.18
Fully Paid,17000.0,10.16,549.83,B,83000.0,15.43
Fully Paid,15800.0,12.99,532.29,B,104000.0,23.16
Fully Paid,8000.0,14.09,273.78,B,45000.0,3.92
Fully Paid,4000.0,18.25,145.12,E,41499.0,31.59
Fully Paid,6850.0,12.49,229.13,B,46574.0,9.33
Fully Paid,5000.0,14.49,172.09,C,59000.0,16.15
Fully Paid,13600.0,16.24,479.75,C,32500.0,17.5
Fully Paid,22900.0,13.05,772.15,B,64800.0,16.43
Fully Paid,7500.0,14.49,258.13,C,68000.0,9.07
Fully Paid,29100.0,14.98,1008.48,C,65000.0,20.0
Fully Paid,10000.0,10.64,325.69,B,70000.0,12.94
Fully Paid,12000.0,12.99,404.27,C,39704.0,17.11
Fully Paid,16000.0,9.67,513.8,B,75000.0,23.91
Fully Paid,25000.0,8.39,787.92,A,77000.0,21.96
Fully Paid,35000.0,15.61,1223.77,C,170000.0,13.05
Fully Paid,18250.0,21.97,503.74,E,70000.0,18.79
Fully Paid,4800.0,7.9,150.2,A,144000.0,26.84
Fully Paid,14000.0,11.53,461.87,B,90000.0,10.32
Fully Paid,10000.0,14.65,344.95,C,43000.0,17.8
Fully Paid,18000.0,9.67,578.03,B,76571.92,16.86
Fully Paid,15000.0,14.99,519.91,C,88000.0,4.99
Fully Paid,16000.0,17.77,576.6,D,60000.0,15.86
Fully Paid,24000.0,7.89,750.86,A,85000.0,22.87
Fully Paid,20800.0,10.49,446.98,B,85000.0,17.89
Fully Paid,13000.0,7.62,405.1,A,120000.0,9.03
Fully Paid,5000.0,11.47,164.81,B,20000.0,24.85
Fully Paid,18000.0,14.09,615.99,B,87000.0,10.46
Fully Paid,16000.0,17.76,576.52,D,83000.0,27.31
Fully Paid,3600.0,14.65,124.18,C,40000.0,14.85
Fully Paid,3000.0,16.29,105.91,C,41000.0,8.6
Fully Paid,8000.0,13.05,269.75,B,58000.0,22.8
Fully Paid,9600.0,12.85,322.77,B,62400.0,15.58
Fully Paid,18350.0,14.49,431.65,C,65300.0,22.46
Fully Paid,34475.0,9.25,1100.32,A,77000.0,7.12
Fully Paid,5000.0,7.12,154.66,A,125000.0,4.66
Fully Paid,23325.0,10.99,763.53,B,56000.0,26.08
Fully Paid,15475.0,19.47,570.94,D,45000.0,11.23
Fully Paid,20000.0,11.53,440.16,B,94000.0,19.93
Fully Paid,1500.0,6.89,46.25,A,127000.0,26.47
Fully Paid,5500.0,15.61,192.31,C,63000.0,7.68
Fully Paid,12000.0,13.98,279.1,C,300000.0,4.64
Fully Paid,20000.0,7.9,625.81,A,100000.0,22.46
Fully Paid,13200.0,16.99,470.56,D,37000.0,25.11
Fully Paid,6625.0,14.33,227.5,C,23000.0,25.88
Fully Paid,7500.0,8.9,238.15,A,72231.0,22.05
Fully Paid,18000.0,13.11,607.45,B,55000.0,14.33
Fully Paid,28200.0,16.29,690.13,C,64000.0,17.33
Fully Paid,16000.0,11.14,524.89,B,70000.0,23.47
Fully Paid,15000.0,7.69,467.91,A,80000.0,17.28
Fully Paid,8400.0,12.12,279.49,B,124526.0,13.86
Fully Paid,35000.0,14.3,1201.33,C,93730.0,18.66
Fully Paid,20275.0,19.19,528.07,E,40596.0,23.59
Fully Paid,28000.0,11.14,610.75,B,120000.0,25.47
Fully Paid,16000.0,14.99,554.57,C,49500.0,30.16
Fully Paid,8000.0,10.15,258.71,B,40000.0,19.39
Fully Paid,17000.0,6.92,524.29,A,104000.0,17.24
Fully Paid,15000.0,6.03,456.54,A,75000.0,7.22
Fully Paid,9750.0,12.99,328.47,C,72000.0,26.21
Fully Paid,12000.0,7.39,372.67,A,45000.0,21.73
Fully Paid,5600.0,11.55,184.8,B,39000.0,19.6
Fully Paid,16000.0,17.57,402.57,D,50000.0,26.57
Fully Paid,2000.0,16.99,71.3,D,30000.0,11.4
Fully Paid,3550.0,12.12,118.12,B,57600.0,1.04
Fully Paid,11000.0,14.49,378.58,C,50000.0,8.27
Fully Paid,12375.0,15.8,433.85,C,49000.0,9.67
Fully Paid,15000.0,12.85,340.15,B,63000.0,32.23
Fully Paid,12000.0,13.11,404.97,B,41600.0,14.68
Fully Paid,24000.0,13.99,558.32,C,114000.0,13.81
Fully Paid,12000.0,7.9,375.49,A,45000.0,22.24
Fully Paid,19000.0,13.11,641.2,B,79000.0,20.2
Fully Paid,5000.0,7.26,154.99,A,32000.0,0.94
Fully Paid,22000.0,9.49,704.63,B,70000.0,13.17
Fully Paid,10000.0,10.99,327.34,B,25200.0,31.62
Fully Paid,5000.0,14.49,172.09,C,94000.0,7.76
Fully Paid,20000.0,16.99,712.96,D,110000.0,11.54
Fully Paid,8000.0,12.85,268.98,B,40000.0,5.46
