loan_status,loan_amnt,int_rate,installment,grade,annual_inc,dti
Charged Off,16000.0,18.54,411.01,E,40000.0,37.26
Charged Off,30000.0,17.86,759.52,D,74000.0,27.98
Charged Off,20000.0,22.45,557.51,F,90000.0,14.11
Charged Off,9000.0,13.67,306.16,B,92000.0,11.31
Charged Off,9600.0,15.61,335.67,D,70000.0,23.5
Charged Off,7500.0,24.08,294.57,F,90000.0,25.41
Charged Off,11500.0,23.99,330.77,F,36000.0,3.97
Charged Off,13500.0,17.57,339.67,D,89000.0,8.36
Charged Off,8850.0,16.99,315.49,D,40000.0,29.13
Charged Off,20000.0,13.99,683.46,C,72000.0,25.73
Charged Off,20000.0,6.62,614.08,A,150000.0,1.43
Charged Off,3825.0,18.75,139.73,D,21000.0,22.68
Charged Off,17850.0,20.99,482.81,E,54000.0,26.98
Charged Off,10000.0,22.15,382.69,E,70000.0,12.62
Charged Off,9600.0,17.77,345.96,D,89000.0,17.7
Charged Off,7000.0,14.99,242.63,C,30000.0,16.92
Charged Off,13000.0,23.43,369.7,F,46000.0,10.28
Charged Off,19200.0,16.99,477.07,D,95000.0,12.99
Charged Off,9000.0,11.44,296.53,B,180000.0,6.9
Charged Off,19750.0,16.29,483.34,C,45000.0,24.75
Charged Off,12375.0,18.84,319.93,E,32680.0,12.19
Charged Off,35000.0,17.77,1261.3,D,300000.0,23.45
Charged Off,6000.0,9.17,191.28,B,32000.0,7.73
Charged Off,18000.0,19.52,472.1,D,65000.0,11.67
Charged Off,5000.0,13.66,170.07,C,48000.0,11.69
Charged Off,30000.0,19.52,786.83,D,110000.0,11.42
Charged Off,12000.0,10.15,388.06,B,110000.0,17.74
Charged Off,16000.0,12.29,358.27,C,48000.0,14.45
Charged Off,10000.0,19.05,366.82,D,53000.0,20.81
Charged Off,33250.0,19.99,880.74,E,120000.0,22.42
Charged Off,10000.0,17.57,251.61,D,62000.0,12.8
Charged Off,12000.0,17.77,432.45,D,54901.0,22.32
Charged Off,4800.0,12.69,161.02,C,29424.0,16.15
Charged Off,11500.0,19.99,304.62,E,32000.0,15.46
Charged Off,20000.0,12.99,673.79,C,260000.0,11.57
Charged Off,16950.0,25.28,500.3,F,41000.0,29.33
Charged Off,12800.0,11.99,284.67,C,54000.0,11.13
Charged Off,15250.0,15.81,534.72,C,55000.0,6.79
Charged Off,35000.0,19.2,911.78,D,213000.0,5.16
Charged Off,9350.0,13.65,317.98,C,24000.0,26.25
Charged Off,27975.0,19.99,1039.51,E,81000.0,18.21
Charged Off,4000.0,21.18,151.08,E,25500.0,26.78
Charged Off,35000.0,22.99,986.47,F,125000.0,20.38
Charged Off,30000.0,9.67,963.38,B,110700.0,10.69
Charged Off,3000.0,14.33,103.02,C,16000.0,24.6
Charged Off,13450.0,17.86,485.31,D,40000.0,21.45
Charged Off,14675.0,16.29,518.04,C,49000.0,18.88
Charged Off,17500.0,8.18,356.35,B,90000.0,25.29
Charged Off,30000.0,17.57,754.81,D,100000.0,14.46
Charged Off,24975.0,20.5,668.66,E,58567.0,34.36
Charged Off,15000.0,17.27,536.81,C,90000.0,4.93
Charged Off,24250.0,15.8,587.14,C,61000.0,26.48
Charged Off,10225.0,19.19,266.32,E,27000.0,31.11
Charged Off,20000.0,13.33,677.07,C,58468.0,37.38
Charged Off,6300.0,13.33,213.28,C,24500.0,26.9
Charged Off,8875.0,16.29,313.3,D,80000.0,20.38
Charged Off,21000.0,19.52,550.78,E,225000.0,15.91
Charged Off,24000.0,19.52,629.47,E,140000.0,19.24
Charged Off,18000.0,12.85,605.2,B,47000.0,31.1
Charged Off,9000.0,11.99,298.89,B,30000.0,11.64
Charged Off,6250.0,13.65,212.55,C,15000.0,18.56
Charged Off,18000.0,19.52,472.1,D,50000.0,20.26
Charged Off,20000.0,16.55,708.59,D,96000.0,22.04
Charged Off,6250.0,15.61,218.53,D,16500.0,25.31
Charged Off,26500.0,14.65,625.58,C,72000.0,31.5
Charged Off,9000.0,18.25,326.51,D,40000.0,22.49
Charged Off,11000.0,10.99,360.08,B,29000.0,10.72
Charged Off,24000.0,17.86,607.62,D,66000.0,26.05
Charged Off,7000.0,16.99,249.54,D,38000.0,25.05
Charged Off,17275.0,16.49,611.53,D,48000.0,23.3
